rr_config_id,path_id,master_seed,mc_seed,prefix_application_basis,pf_scenario,expectancy_tilt,expected_weighted_source_pf,requested_target_pf,achieved_weighted_source_pf,normalized_source_packet_count,july_source_packet_count,august_source_packet_count,july_source_wins,july_source_losses,july_source_breakevens,august_source_wins,august_source_losses,august_source_breakevens,calibration_winner_multiplier,regime_scenario,point_scale_scenario,geometry_policy,min_effective_stop_points,max_effective_stop_points,realized_prefix_net_points,forward_only_net_points,combined_net_points,synthetic_trades,unknown_realized_excursions
1rr,0,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,1,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,279.25,229.25,20,2
1rr,2,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,218.125,168.125,20,2
1rr,3,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,772.625,722.625,20,2
1rr,4,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,500.0,450.0,20,2
1rr,5,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,400.0,350.0,20,2
1rr,6,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,318.125,268.125,20,2
1rr,7,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,500.0,450.0,20,2
1rr,8,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,500.0,450.0,20,2
1rr,9,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,300.0,250.0,20,2
1rr,10,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-400.0,-450.0,20,2
1rr,11,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-300.0,-350.0,20,2
1rr,12,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,400.0,350.0,20,2
1rr,13,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,14,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,100.0,50.0,20,2
1rr,15,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,279.25,229.25,20,2
1rr,16,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,18.125,-31.875,20,2
1rr,17,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,18,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,800.0,750.0,20,2
1rr,19,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,300.0,250.0,20,2
1rr,20,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,500.0,450.0,20,2
1rr,21,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,18.125,-31.875,20,2
1rr,22,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,154.5,104.5,20,2
1rr,23,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-500.0,-550.0,20,2
1rr,24,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,25,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-400.0,-450.0,20,2
1rr,26,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,27,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-200.0,-250.0,20,2
1rr,28,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,500.0,450.0,20,2
1rr,29,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,30,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,0.0,-50.0,20,2
1rr,31,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-45.5,-95.5,20,2
1rr,32,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,700.0,650.0,20,2
1rr,33,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,172.625,122.625,20,2
1rr,34,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,35,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,400.0,350.0,20,2
1rr,36,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,37,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,1118.125,1068.125,20,2
1rr,38,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,79.25,29.25,20,2
1rr,39,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,100.00000000000001,50.000000000000014,20,2
1rr,40,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,100.0,50.0,20,2
1rr,41,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,254.5,204.5,20,2
1rr,42,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,554.5,504.5,20,2
1rr,43,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,254.5,204.5,20,2
1rr,44,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,45,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,13.0,-37.0,20,2
1rr,46,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,0.0,-50.0,20,2
1rr,47,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,218.125,168.125,20,2
